시설명,위도,경도,시설용도분류,도로명주소,기타,설명,종류
LG팰리스빌딩,37.556118,126.9235,FU_BA,서울특별시 마포구 양화로 156,,역할 정보가 없습니다.,기타
비투어타이어빌딩,37.555607,126.91011,FU_BA,서울특별시 마포구 월드컵로 75,,역할 정보가 없습니다.,기타
서교양경회관,37.55628,126.91045,FU_BA,서울특별시 마포구 월드컵로 80,,역할 정보가 없습니다.,기타
상암메디컬빌딩,37.576336,126.893135,FU_BA,서울특별시 마포구 월드컵북로 347,,역할 정보가 없습니다.,기타
누리꿈스퀘어,37.579407,126.89042,FU_BA,서울특별시 마포구 월드컵북로 396,,역할 정보가 없습니다.,기타
케이지아이티센터,37.580055,126.889,FU_BA,서울특별시 마포구 월드컵북로 402,,역할 정보가 없습니다.,기타
성공타워1,37.570713,126.91261,FU_BA,서울특별시 서대문구 수색로 56,,역할 정보가 없습니다.,기타
홍제빌딩,37.58999,126.943275,FU_BA,서울특별시 서대문구 통일로 464,,역할 정보가 없습니다.,기타
서초현대타워아파트상가,37.49644,127.02781,FU_BA,서울특별시 서초구 강남대로 375,,다양한 상업 활동이 이루어지는 곳,기타
통영빌딩,37.49883,127.026665,FU_BA,서울특별시 서초구 강남대로 405,,역할 정보가 없습니다.,기타
대동빌딩,37.499542,127.026306,FU_BA,서울특별시 서초구 강남대로 415,,역할 정보가 없습니다.,기타
한승빌딩,37.50028,127.02599,FU_BA,서울특별시 서초구 강남대로 423,,역할 정보가 없습니다.,기타
동일빌딩,37.50087,127.02569,FU_BA,서울특별시 서초구 강남대로 429,,역할 정보가 없습니다.,기타
주류성빌딩,37.501175,127.02554,FU_BA,서울특별시 서초구 강남대로 435,,역할 정보가 없습니다.,기타
수유문화정보도서관,37.630077,127.01761,FU_BB,서울특별시 강북구 삼양로 299,,책을 읽고 공부하는 곳,교육/문화
삼각산어린이도서관,37.61519,127.02076,FU_BB,서울특별시 강북구 삼양로19길 34,,책을 읽고 공부하는 곳,교육/문화
강북청소년문화정보도서관,37.623028,127.02166,FU_BB,서울특별시 강북구 삼양로54길 68,,책을 읽고 공부하는 곳,교육/문화
미아문화정보도서관,37.627064,127.02697,FU_BB,서울특별시 강북구 솔매로49길 14,,책을 읽고 공부하는 곳,교육/문화
솔샘문화정보도서관,37.62046,127.012436,FU_BB,서울특별시 강북구 솔샘로 177,,책을 읽고 공부하는 곳,교육/문화
강북문화정보도서관,37.625122,127.036095,FU_BB,서울특별시 강북구 오현로 145,,책을 읽고 공부하는 곳,교육/문화
강서영어도서관,37.5346,126.86094,FU_BB,서울특별시 강서구 곰달래로57가길 26,,책을 읽고 공부하는 곳,교육/문화
길꽃어린이도서관,37.578705,126.813675,FU_BB,서울특별시 강서구 금낭화로24길 5,,책을 읽고 공부하는 곳,교육/문화
대원빌딩,37.501347,127.02546,FU_BA,서울특별시 서초구 강남대로 437,,역할 정보가 없습니다.,기타
유화빌딩,37.501537,127.02537,FU_BA,서울특별시 서초구 강남대로 439,,역할 정보가 없습니다.,기타
강남태영데시앙루브,37.502846,127.02454,FU_BA,서울특별시 서초구 강남대로 455,,역할 정보가 없습니다.,기타
리젠메디컬타워,37.503468,127.02445,FU_BA,서울특별시 서초구 강남대로 463,,역할 정보가 없습니다.,기타
강남지웰타워2,37.500027,127.025986,FU_BA,서울특별시 서초구 서초대로77길 24,,역할 정보가 없습니다.,기타
아라타워,37.497932,127.026535,FU_BA,서울특별시 서초구 서초대로77길 3,,역할 정보가 없습니다.,기타
로이어즈타워,37.49309,127.01349,FU_BA,서울특별시 서초구 서초중앙로 125,,역할 정보가 없습니다.,기타
일이타워,37.493313,127.014084,FU_BA,서울특별시 서초구 서초중앙로 130,,역할 정보가 없습니다.,기타
동화반포프라자,37.502254,127.011986,FU_BA,서울특별시 서초구 서초중앙로 230,,역할 정보가 없습니다.,기타
한진타운종합상가,37.55588,127.029205,FU_BA,서울특별시 성동구 행당로 82,,다양한 상업 활동이 이루어지는 곳,기타
행당동대림아파트상가,37.557903,127.027115,FU_BA,서울특별시 성동구 행당로 79,,다양한 상업 활동이 이루어지는 곳,기타
성북성심빌딩,37.598392,127.021454,FU_BA,서울특별시 성북구 동소문로 181,,역할 정보가 없습니다.,기타
강윤빌딩,37.59217,127.01547,FU_BA,서울특별시 성북구 동소문로 92,,역할 정보가 없습니다.,기타
삼경빌딩,37.59282,127.01601,FU_BA,서울특별시 성북구 동소문로 97,,역할 정보가 없습니다.,기타
기업은행,37.59312,127.01617,FU_BA,서울특별시 성북구 아리랑로 3,,역할 정보가 없습니다.,기타
에스엠메디칼,37.611435,127.035545,FU_BA,서울특별시 성북구 월계로 52,,역할 정보가 없습니다.,기타
서울특별시교육청강서도서관,37.54787,126.85993,FU_BB,서울특별시 강서구 등촌로51나길 29,,책을 읽고 공부하는 곳,교육/문화
겸재정선미술관,37.572216,126.838394,FU_BC,서울특별시 강서구 양천로47길 36,,역할 정보가 없습니다.,기타
가양도서관,37.559574,126.864914,FU_BB,서울특별시 강서구 양천로61길 101,,책을 읽고 공부하는 곳,교육/문화
허준박물관,37.568024,126.850975,FU_BC,서울특별시 강서구 허준로 87,,역사와 문화를 배우는 곳,교육/문화
기생충박물관,37.553623,126.850746,FU_BC,서울특별시 강서구 화곡로 335,,역사와 문화를 배우는 곳,교육/문화
서울대학교 미술관,37.466434,126.9497,FU_BC,,,역할 정보가 없습니다.,기타
성현동작은도서관,37.48731,126.95622,FU_BB,서울특별시 관악구 관악로37길 56,,책을 읽고 공부하는 곳,교육/문화
학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),37.587147,127.026985,FU_BD,서울특별시 성북구 고려대로 73,정문공사중,의료 서비스를 제공하는 곳,의료시설
호림박물관(신림본관),37.48111,126.918365,FU_BC,서울특별시 관악구 남부순환로152길 53,,역사와 문화를 배우는 곳,교육/문화
관악중앙도서관,37.467514,126.94481,FU_BB,서울특별시 관악구 신림로3길 35,,책을 읽고 공부하는 곳,교육/문화
조원도서관,37.48256,126.90779,FU_BB,서울특별시 관악구 조원로12길 25,,책을 읽고 공부하는 곳,교육/문화
개포서근린공원,37.488758,127.06396,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
구의제3동도서관,37.538006,127.091965,FU_BB,서울특별시 광진구 강변역로 17,,책을 읽고 공부하는 곳,교육/문화
건국대학교 박물관,37.54239,127.07561,FU_BC,서울특별시 광진구 능동로 120,,역사와 문화를 배우는 곳,교육/문화
BJ빌딩,37.600918,127.034294,FU_BA,서울특별시 성북구 종암로 120,,역할 정보가 없습니다.,기타
삼원빌딩,37.49113,127.12625,FU_BA,서울특별시 송파구 동남로 138,,역할 정보가 없습니다.,기타
엠스테이트,37.48582,127.12063,FU_BA,서울특별시 송파구 법원로 114,,역할 정보가 없습니다.,기타
문정에스케이브이원지엘메트로시티,37.48685,127.12043,FU_BA,서울특별시 송파구 법원로 128,,역할 정보가 없습니다.,기타
동서울빌딩,37.49834,127.1208,FU_BA,서울특별시 송파구 송이로 87,,역할 정보가 없습니다.,기타
파크하비오,37.4815,127.12273,FU_BA,서울특별시 송파구 송파대로 111,,역할 정보가 없습니다.,기타
문정역테라타워,37.484795,127.12151,FU_BA,서울특별시 송파구 송파대로 167,,역할 정보가 없습니다.,기타
금천구립독산도서관,37.467495,126.90807,FU_BB,서울특별시 금천구 독산로54길 114,,책을 읽고 공부하는 곳,교육/문화
서울과학기술대학교 미술관,37.635086,127.07853,FU_BC,서울특별시 노원구 공릉로 232,,역할 정보가 없습니다.,기타
화랑도서관,37.621586,127.08307,FU_BB,서울특별시 노원구 노원로1나길 10,,책을 읽고 공부하는 곳,교육/문화
노원중앙도서관,37.66101,127.06518,FU_BB,서울특별시 노원구 노원로34길 43,,책을 읽고 공부하는 곳,교육/문화
한내지혜의숲도서관,37.623596,127.06879,FU_BB,,,책을 읽고 공부하는 곳,교육/문화
자닮인요양병원,37.49877,127.12037,FU_BD,서울특별시 송파구 송이로 81,폐업,의료 서비스를 제공하는 곳,의료시설
월계어린이도서관,37.62426,127.050804,FU_BB,서울특별시 노원구 월계로42길 9,,책을 읽고 공부하는 곳,교육/문화
월계도서관,37.62864,127.0561,FU_BB,서울특별시 노원구 월계로 319,,책을 읽고 공부하는 곳,교육/문화
경찰병원,37.496246,127.12348,FU_BD,서울특별시 송파구 송이로 123,,의료 서비스를 제공하는 곳,의료시설
헬리오시티,37.499313,127.11178,FU_BA,서울특별시 송파구 송파대로 345,,역할 정보가 없습니다.,기타
영빌딩,37.504726,127.10809,FU_BA,서울특별시 송파구 송파대로 422,,역할 정보가 없습니다.,기타
송파성원쌍떼빌,37.495064,127.12044,FU_BA,서울특별시 송파구 송파대로28길 27,,역할 정보가 없습니다.,기타
효창타워,37.51147,127.0817,FU_BA,서울특별시 송파구 올림픽로 100,,역할 정보가 없습니다.,기타
서경빌딩,37.511417,127.08319,FU_BA,서울특별시 송파구 올림픽로 114,,역할 정보가 없습니다.,기타
잠실파인애플상가,37.512104,127.08419,FU_BA,서울특별시 송파구 올림픽로 119,,다양한 상업 활동이 이루어지는 곳,기타
잠실시그마타워,37.51462,127.10252,FU_BA,서울특별시 송파구 올림픽로 289,,역할 정보가 없습니다.,기타
잠실푸르지오월드마크,37.517437,127.10358,FU_BA,서울특별시 송파구 올림픽로35가길 9,,역할 정보가 없습니다.,기타
장미A상가,37.51734,127.10073,FU_BA,서울특별시 송파구 올림픽로35길 124,,다양한 상업 활동이 이루어지는 곳,기타
파크리오,37.521236,127.104164,FU_BA,서울특별시 송파구 올림픽로37길 130,,역할 정보가 없습니다.,기타
목동대우마이빌,37.549503,126.866905,FU_BA,서울특별시 양천구 공항대로 552,,역할 정보가 없습니다.,기타
목동태영프라자,37.532825,126.86416,FU_BA,서울특별시 양천구 등촌로 32,,역할 정보가 없습니다.,기타
현대41타워,37.528175,126.87582,FU_BA,서울특별시 양천구 목동동로 293,,역할 정보가 없습니다.,기타
광장상가,37.535606,126.87876,FU_BA,서울특별시 양천구 목동동로 379,,다양한 상업 활동이 이루어지는 곳,기타
목동제일병원가,37.522312,126.87478,FU_BD,서울특별시 양천구 신목로 86,,의료 서비스를 제공하는 곳,의료시설
목동트라팰리스,37.525562,126.870285,FU_BA,서울특별시 양천구 오목로 299,,역할 정보가 없습니다.,기타
메디씨티빌딩,37.511406,127.083466,FU_BA,서울특별시 송파구 올림픽로 116,,역할 정보가 없습니다.,기타
불암도서관,37.645275,127.08289,FU_BB,서울특별시 노원구 중계로8길 20,,책을 읽고 공부하는 곳,교육/문화
삼육대학교 박물관,37.642315,127.10794,FU_BC,서울특별시 노원구 화랑로 815,,역사와 문화를 배우는 곳,교육/문화
도봉아이나라도서관,37.659054,127.04951,FU_BB,서울특별시 도봉구 노해로69길 151,,책을 읽고 공부하는 곳,교육/문화
도봉문화정보도서관,37.64457,127.044,FU_BB,서울특별시 도봉구 덕릉로 315,,책을 읽고 공부하는 곳,교육/문화
서울특별시교육청도봉도서관,37.65268,127.01297,FU_BB,서울특별시 도봉구 삼양로 556,,책을 읽고 공부하는 곳,교육/문화
덕성여자대학교 박물관,37.65299,127.016495,FU_BC,서울특별시 도봉구 삼양로144길 33,,역사와 문화를 배우는 곳,교육/문화
둘리뮤지엄,37.65228,127.02761,FU_BC,서울특별시 도봉구 시루봉로1길 6,,역할 정보가 없습니다.,기타
경희대학교 한의학역사박물관(휴관),37.596943,127.0528,FU_BC,서울특별시 동대문구 경희대로 26,,역사와 문화를 배우는 곳,교육/문화
휘경어린이도서관,37.588657,127.06062,FU_BB,서울특별시 동대문구 망우로18가길 38,,책을 읽고 공부하는 곳,교육/문화
현대하이페리온,37.52484,126.87004,FU_BA,서울특별시 양천구 오목로 300,,역할 정보가 없습니다.,기타
미원빌딩,37.52143,126.93064,FU_BA,서울특별시 영등포구 국제금융로 70,,역할 정보가 없습니다.,기타
한국노총빌딩,37.521942,126.92697,FU_BA,서울특별시 영등포구 국제금융로6길 26,,역할 정보가 없습니다.,기타
206클리닉빌딩,37.52733,126.897224,FU_BA,서울특별시 영등포구 당산로 142-1,,역할 정보가 없습니다.,기타
당산디오빌,37.533234,126.90227,FU_BA,서울특별시 영등포구 당산로 222,,역할 정보가 없습니다.,기타
태영스타밸류,37.53381,126.90121,FU_BA,서울특별시 영등포구 당산로 223,,역할 정보가 없습니다.,기타
삼성타운,37.531864,126.90107,FU_BA,서울특별시 영등포구 당산로44길 3,,역할 정보가 없습니다.,기타
당산타워,37.53317,126.903946,FU_BA,서울특별시 영등포구 양평로 22,,역할 정보가 없습니다.,기타
여의도종합상가,37.521454,126.92507,FU_BA,서울특별시 영등포구 여의나루로 42,,다양한 상업 활동이 이루어지는 곳,기타
경도빌딩,37.51938,126.93146,FU_BA,서울특별시 영등포구 여의대방로 383,,역할 정보가 없습니다.,기타
리첸시아용산,37.538277,126.96736,FU_BA,서울특별시 용산구 백범로 341,,역할 정보가 없습니다.,기타
용산푸르지오써밋,37.5272,126.965195,FU_BA,서울특별시 용산구 한강대로 69,,역할 정보가 없습니다.,기타
래미안용산더센트럴,37.529106,126.96697,FU_BA,서울특별시 용산구 한강대로 95,,역할 정보가 없습니다.,기타
영진빌딩,37.611153,126.9168,FU_BA,서울특별시 은평구 연서로 137,,역할 정보가 없습니다.,기타
서울특별시서북병원,37.60413,126.904495,FU_BD,서울특별시 은평구 갈현로7길 49,,의료 서비스를 제공하는 곳,의료시설
수메디컬빌딩,37.611862,126.917725,FU_BA,서울특별시 은평구 연서로 146,,역할 정보가 없습니다.,기타
유니온빌딩,37.618134,126.92038,FU_BA,서울특별시 은평구 연서로 222,,역할 정보가 없습니다.,기타
타워크리닉,37.619038,126.922615,FU_BA,서울특별시 은평구 연서로 246,,역할 정보가 없습니다.,기타
응앙CO메티컬빌딩,37.60045,126.9211,FU_BA,서울특별시 은평구 은평로 121,,역할 정보가 없습니다.,기타
메트로프라자,37.638653,126.91908,FU_BA,서울특별시 은평구 진관2로 15-46,,역할 정보가 없습니다.,기타
휴먼프라자I,37.634865,126.91958,FU_BA,서울특별시 은평구 진관2로 19,,역할 정보가 없습니다.,기타
드림스퀘어,37.635735,126.91936,FU_BA,서울특별시 은평구 진관2로 29-21,,역할 정보가 없습니다.,기타
보광빌딩,37.6108,126.930084,FU_BA,서울특별시 은평구 통일로 730,,역할 정보가 없습니다.,기타
원풍빌딩,37.57315,127.01481,FU_BA,서울특별시 종로구 종로 335,,역할 정보가 없습니다.,기타
종로대우디오빌,37.572807,127.016075,FU_BA,서울특별시 종로구 종로 344,,역할 정보가 없습니다.,기타
안민병원,37.588173,127.087975,FU_BD,서울특별시 중랑구 겸재로 180,,의료 서비스를 제공하는 곳,의료시설
우도빌딩,37.59381,127.07653,FU_BA,서울특별시 중랑구 망우로 214,,역할 정보가 없습니다.,기타
성일빌딩,37.579704,127.08743,FU_BA,서울특별시 중랑구 면목로 305,,역할 정보가 없습니다.,기타
금강빌딩,37.580986,127.08806,FU_BA,서울특별시 중랑구 사가정로 389,,역할 정보가 없습니다.,기타
JS빌딩,37.580265,127.088806,FU_BA,서울특별시 중랑구 사가정로 398,,역할 정보가 없습니다.,기타
금강리빙스텔,37.616325,127.092674,FU_BA,서울특별시 중랑구 신내로 211,,역할 정보가 없습니다.,기타
강남구청,37.51757,127.047485,FU_BF,서울특별시 강남구 학동로 426,,구 행정 업무를 처리하는 곳,행정기관
강동구청,37.530094,127.12369,FU_BF,서울특별시 강동구 성내로 25,,구 행정 업무를 처리하는 곳,행정기관
강북구청,37.639545,127.025475,FU_BF,서울특별시 강북구 도봉로89길 13,,구 행정 업무를 처리하는 곳,행정기관
강서구청,37.55088,126.84966,FU_BF,서울특별시 강서구 화곡로 302,,구 행정 업무를 처리하는 곳,행정기관
광진구청,37.5384,127.08243,FU_BF,서울특별시 광진구 자양로 117,,구 행정 업무를 처리하는 곳,행정기관
구로구청,37.495293,126.88766,FU_BF,서울특별시 구로구 가마산로 245,,구 행정 업무를 처리하는 곳,행정기관
금천구청,37.456833,126.89541,FU_BF,서울특별시 금천구 시흥대로73길 70,,구 행정 업무를 처리하는 곳,행정기관
노원구청,37.654163,127.05666,FU_BF,서울특별시 노원구 노해로 437,,구 행정 업무를 처리하는 곳,행정기관
도봉구청,37.668682,127.04709,FU_BF,서울특별시 도봉구 마들로 656,,구 행정 업무를 처리하는 곳,행정기관
동대문구청,37.574417,127.03975,FU_BF,서울특별시 동대문구 천호대로 145,,구 행정 업무를 처리하는 곳,행정기관
동작구청,37.512478,126.93949,FU_BF,서울특별시 동작구 장승배기로 161,,구 행정 업무를 처리하는 곳,행정기관
서울약령시한의약박물관,37.580658,127.03763,FU_BC,서울특별시 동대문구 약령중앙로 26,,역사와 문화를 배우는 곳,교육/문화
배봉산 숲속도서관,37.578453,127.06273,FU_BB,,,책을 읽고 공부하는 곳,교육/문화
서울특별시교육청동대문도서관,37.573494,127.02481,FU_BB,서울특별시 동대문구 천호대로4길 22,,책을 읽고 공부하는 곳,교육/문화
대방어린이도서관,37.50303,126.92522,FU_BB,서울특별시 동작구 대방동길 55,,책을 읽고 공부하는 곳,교육/문화
구립김영삼도서관,37.505466,126.95002,FU_BB,서울특별시 동작구 매봉로 1,,책을 읽고 공부하는 곳,교육/문화
숭실대학교 한국기독교박물관,37.495647,126.956985,FU_BC,서울특별시 동작구 상도로 369,,역사와 문화를 배우는 곳,교육/문화
약수도서관,37.497875,126.94743,FU_BB,서울특별시 동작구 양녕로22바길 64,,책을 읽고 공부하는 곳,교육/문화
마포구청,37.566242,126.90194,FU_BF,서울특별시 마포구 월드컵로 212,,구 행정 업무를 처리하는 곳,행정기관
서대문구청,37.57916,126.93677,FU_BF,서울특별시 서대문구 연희로 248,,구 행정 업무를 처리하는 곳,행정기관
서초구청,37.483597,127.032715,FU_BF,서울특별시 서초구 남부순환로 2584,,구 행정 업무를 처리하는 곳,행정기관
성동구청,37.563385,127.036835,FU_BF,서울특별시 성동구 고산자로 270,,구 행정 업무를 처리하는 곳,행정기관
성북구청,37.589447,127.01683,FU_BF,서울특별시 성북구 보문로 168,,구 행정 업무를 처리하는 곳,행정기관
송파구청,37.514614,127.10609,FU_BF,서울특별시 송파구 올림픽로 326,,구 행정 업무를 처리하는 곳,행정기관
양천구청,37.517048,126.86648,FU_BF,서울특별시 양천구 목동동로 105,,구 행정 업무를 처리하는 곳,행정기관
용산구청,37.532494,126.99051,FU_BF,서울특별시 용산구 녹사평대로 150,,구 행정 업무를 처리하는 곳,행정기관
인주빌딩,37.56989,126.97963,FU_BA,서울특별시 종로구 종로 22,,역할 정보가 없습니다.,기타
은평구청,37.602673,126.92888,FU_BF,서울특별시 은평구 은평로 195,,구 행정 업무를 처리하는 곳,행정기관
중랑구청,37.606625,127.09291,FU_BF,서울특별시 중랑구 봉화산로 179,,구 행정 업무를 처리하는 곳,행정기관
강동구 보건소,37.529232,127.125565,FU_BG,서울특별시 강동구 성내로 45,,역할 정보가 없습니다.,기타
성북구 보건소,37.60269,127.039536,FU_BG,서울특별시 성북구 화랑로 63,,역할 정보가 없습니다.,기타
양천구 보건소,37.517635,126.8659,FU_BG,서울특별시 양천구 목동서로 339,,역할 정보가 없습니다.,기타
영등포구보건소,37.49564,126.90584,FU_BG,서울특별시 영등포구 당산로 123,,역할 정보가 없습니다.,기타
종로구 보건소,37.581818,126.96925,FU_BG,서울특별시 종로구 자하문로19길 36,,역할 정보가 없습니다.,기타
중구 보건소,37.56461,127.01508,FU_BG,서울특별시 중구 다산로39길 16,,역할 정보가 없습니다.,기타
천호보건지소,37.546352,127.13385,FU_BH,서울특별시 강동구 구천면로 297-5,,역할 정보가 없습니다.,기타
강동구 강일 보건지소,37.565033,127.17396,FU_BH,서울특별시 강동구 아리수로93길 9-14,,역할 정보가 없습니다.,기타
방화보건지소,37.579563,126.814,FU_BH,서울특별시 강서구 금낭화로 162,,역할 정보가 없습니다.,기타
마포중앙도서관,37.563946,126.90824,FU_BB,서울특별시 마포구 성산로 128,,책을 읽고 공부하는 곳,교육/문화
가좌행복작은도서관,37.569263,126.91311,FU_BB,서울특별시 마포구 성암로 28,,책을 읽고 공부하는 곳,교육/문화
한국영화박물관,37.580524,126.88964,FU_BC,서울특별시 마포구 월드컵북로 400,,역사와 문화를 배우는 곳,교육/문화
전쟁과여성인권박물관,37.56006,126.9149,FU_BC,서울특별시 마포구 월드컵북로11길 20,,역사와 문화를 배우는 곳,교육/문화
한국천주교순교자박물관,37.544163,126.91189,FU_BC,서울특별시 마포구 토정로 6,,역사와 문화를 배우는 곳,교육/문화
서울특별시교육청마포평생학습관,37.554382,126.92422,FU_BB,서울특별시 마포구 홍익로2길 16,,역할 정보가 없습니다.,기타
서대문구립이진아기념도서관,37.574482,126.95604,FU_BB,서울특별시 서대문구 통일로 251,,책을 읽고 공부하는 곳,교육/문화
서울특별시교육청서대문도서관,37.583378,126.94094,FU_BB,서울특별시 서대문구 모래내로 412,,책을 읽고 공부하는 곳,교육/문화
서경대학교,37.524582,127.02883,FU_BA,서울특별시 강남구 논현로 848,,역할 정보가 없습니다.,기타
중곡보건지소,37.559326,127.08707,FU_BH,서울특별시 광진구 긴고랑로 110,,역할 정보가 없습니다.,기타
자양보건지소,37.54029,127.06507,FU_BH,서울특별시 광진구 아차산로24길 17,,역할 정보가 없습니다.,기타
노원구 공릉보건지소,37.624813,127.08,FU_BH,서울특별시 노원구 공릉로 166-1,,역할 정보가 없습니다.,기타
노원구 상계보건지소,37.657475,127.06784,FU_BH,서울특별시 노원구 상계로 118,,역할 정보가 없습니다.,기타
창동보건지소,37.641422,127.0356,FU_BH,서울특별시 도봉구 덕릉로59길 73-3,,역할 정보가 없습니다.,기타
동작보건지소,37.49958,126.924286,FU_BH,서울특별시 동작구 상도로 34,,역할 정보가 없습니다.,기타
마포구보건소 서강보건지소,37.54771,126.932014,FU_BH,서울특별시 마포구 창전로 63,,역할 정보가 없습니다.,기타
가좌보건지소,37.574306,126.9102,FU_BH,서울특별시 서대문구 수색로 100-55,,역할 정보가 없습니다.,기타
서초구 방배 보건지소,37.489017,126.99228,FU_BH,서울특별시 서초구 방배로 173,,역할 정보가 없습니다.,기타
성동구 성수 보건지소,37.54632,127.04439,FU_BH,서울특별시 성동구 왕십리로5길 3,,역할 정보가 없습니다.,기타
정릉아동보건지소,37.60524,127.01201,FU_BH,서울특별시 성북구 보국문로4길 8,,역할 정보가 없습니다.,기타
영광시각장애인모바일점자도서관,37.59521,126.949036,FU_BB,서울특별시 서대문구 세검정로 78-19,,책을 읽고 공부하는 곳,교육/문화
연세대학교 박물관,37.562023,126.93802,FU_BC,서울특별시 서대문구 연세로 50,,역사와 문화를 배우는 곳,교육/문화
서대문자연사박물관,37.57674,126.93778,FU_BC,서울특별시 서대문구 연희로32길 51,,역사와 문화를 배우는 곳,교육/문화
이화여자대학교 박물관,37.560314,126.94471,FU_BC,서울특별시 서대문구 이화여대길 52,,역사와 문화를 배우는 곳,교육/문화
남가좌새롬어린이도서관,37.578335,126.924034,FU_BB,서울특별시 서대문구 증가로10길 16-15,,책을 읽고 공부하는 곳,교육/문화
고촌이종근기념관,37.56003,126.96322,FU_BC,서울특별시 서대문구 충정로 14-6,,역사적 가치를 배우는 곳,교육/문화
서대문형무소역사관,37.574482,126.95604,FU_BC,서울특별시 서대문구 통일로 251,,역할 정보가 없습니다.,기타
홍은도담도서관,37.601772,126.94902,FU_BB,서울특별시 서대문구 홍은중앙로 129,,책을 읽고 공부하는 곳,교육/문화
서초구립반포도서관,37.502445,127.012505,FU_BB,서울특별시 서초구 고무래로 34,,책을 읽고 공부하는 곳,교육/문화
잠원도서관,37.514988,127.01397,FU_BB,서울특별시 서초구 나루터로 38,,책을 읽고 공부하는 곳,교육/문화
동선보건지소,37.593594,127.015755,FU_BH,서울특별시 성북구 아리랑로3길 8,,역할 정보가 없습니다.,기타
장위석관보건지소,37.610493,127.06339,FU_BH,서울특별시 성북구 한천로 568,,역할 정보가 없습니다.,기타
당뒤공원,37.541473,126.82855,FU_BI,서울특별시 양천구 화곡로5길 23,공사중,산책과 휴식을 위한 공간,자연/휴식
송파구 보건지소,37.489758,127.142654,FU_BH,서울특별시 송파구 양산로 5,,역할 정보가 없습니다.,기타
목동보건지소,37.540104,126.86698,FU_BH,서울특별시 양천구 목동중앙본로7가길 11,,역할 정보가 없습니다.,기타
중구 황학 보건지소,37.567413,127.02141,FU_BH,서울특별시 중구 난계로11길 52,,역할 정보가 없습니다.,기타
아동공원,37.523106,126.833336,FU_BI,서울특별시 양천구 지양로10길 5,공사중,산책과 휴식을 위한 공간,자연/휴식
중구 다산 보건지소,37.55426,127.008286,FU_BH,서울특별시 중구 동호로15길 122-8,,역할 정보가 없습니다.,기타
인소아과복합빌딩,37.551243,126.836006,FU_BA,서울특별시 강서구 강서로 285,,역할 정보가 없습니다.,기타
메디스타워,37.56419,126.81071,FU_BA,서울특별시 강서구 방화동로 37,,역할 정보가 없습니다.,기타
주영빌딩,37.56305,126.85223,FU_BA,서울특별시 강서구 양천로 461,,역할 정보가 없습니다.,기타
길훈엔트런스빌,37.56088,126.854645,FU_BA,서울특별시 강서구 양천로 492,,역할 정보가 없습니다.,기타
국립국악원 국악박물관,37.47739,127.00952,FU_BC,서울특별시 서초구 남부순환로 2364,,역사와 문화를 배우는 곳,교육/문화
예술의전당 한가람미술관,37.480335,127.01423,FU_BC,서울특별시 서초구 남부순환로 2406,,역할 정보가 없습니다.,기타
관문사 성보박물관,37.473755,127.02229,FU_BC,서울특별시 서초구 바우뫼로7길 111,,역사와 문화를 배우는 곳,교육/문화
씨드 작은도서관,37.47109,127.0251,FU_BB,서울특별시 서초구 바우뫼로7길 16,,책을 읽고 공부하는 곳,교육/문화
국립중앙도서관,37.497395,127.00339,FU_BB,서울특별시 서초구 반포대로 201,,책을 읽고 공부하는 곳,교육/문화
서이도서관,37.492073,127.024925,FU_BB,서울특별시 서초구 서초대로70길 51,,책을 읽고 공부하는 곳,교육/문화
인도박물관,37.484108,127.01919,FU_BC,서울특별시 서초구 서초중앙로2길 35,,역사와 문화를 배우는 곳,교육/문화
서초구립내곡도서관,37.45196,127.054375,FU_BB,서울특별시 서초구 청계산로7길 9-20,,책을 읽고 공부하는 곳,교육/문화
전기박물관,37.4857,127.028,FU_BC,서울특별시 서초구 효령로72길 60,,역사와 문화를 배우는 곳,교육/문화
서초청소년도서관,37.490906,127.0281,FU_BB,서울특별시 서초구 서운로 62,,책을 읽고 공부하는 곳,교육/문화
성동구립도서관,37.55922,127.034935,FU_BB,서울특별시 성동구 고산자로10길 9,,책을 읽고 공부하는 곳,교육/문화
성동구립금호도서관,37.554127,127.0249,FU_BB,서울특별시 성동구 난계로 20,,책을 읽고 공부하는 곳,교육/문화
수도박물관,37.538467,127.0428,FU_BC,서울특별시 성동구 왕십리로 27,,역사와 문화를 배우는 곳,교육/문화
등촌동노블리움오피스텔,37.560547,126.85557,FU_BA,서울특별시 강서구 양천로 500,,역할 정보가 없습니다.,기타
현대프린스텔,37.56012,126.85635,FU_BA,서울특별시 강서구 양천로 510,,역할 정보가 없습니다.,기타
등촌동두산위브센티움,37.557194,126.86141,FU_BA,서울특별시 강서구 양천로 564,,역할 정보가 없습니다.,기타
화수빌딩,37.541306,126.84009,FU_BA,서울특별시 강서구 화곡로 166,,역할 정보가 없습니다.,기타
토피아빌딩,37.561512,126.85507,FU_BA,서울특별시 강서구 화곡로 429,,역할 정보가 없습니다.,기타
상임빌딩,37.49572,126.84256,FU_BA,서울특별시 구로구 경인로 193,,역할 정보가 없습니다.,기타
대림프라자,37.497593,126.85563,FU_BA,서울특별시 구로구 경인로 319,,역할 정보가 없습니다.,기타
스타팰리스,37.50331,126.88113,FU_BA,서울특별시 구로구 경인로 572,,역할 정보가 없습니다.,기타
